blank_path,annotated_path,cropped_path,species,confidence,bbox,time,model,camera,detection_conf,cropped
/home/willwright/Documents/wild_deserts_outputs/raw_data/day_images/Rabbit/2023-09-06 17-35-32 M 1_3.JPG,none,/home/willwright/Documents/wild_deserts_outputs/raw_data/day_images/outputs/classification/day/low_confidence/Rabbit/NA_2023_09_06_17_35_32_Rabbit_0.JPG,Rabbit,0.9068448543548584,"[[1166.6644287109375, 851.2958984375, 1678.0477294921875, 1216.9049072265625]]",2023_09_06_17_35_32,day,NA,0.9519810080528259,YES
/home/willwright/Documents/wild_deserts_outputs/raw_data/day_images/Rabbit/2022-12-26 19-06-21 M 2_3.JPG,/home/willwright/Documents/wild_deserts_outputs/raw_data/day_images/outputs/further_verification/annotated/2022_12_26_19_06_21_NA_animal.JPG,none,animal,none,"[0.7119, 0.7986, 0.1074, 0.1784]",2022_12_26_19_06_21,day,NA,none,NO
/home/willwright/Documents/wild_deserts_outputs/raw_data/day_images/Rabbit/2022-10-25 05-49-56 M 1_3.JPG,none,/home/willwright/Documents/wild_deserts_outputs/raw_data/day_images/outputs/classification/day/low_confidence/Rabbit/NA_2022_10_25_05_49_56_Rabbit_0.JPG,Rabbit,0.8823137879371643,"[[372.98907470703125, 935.2412109375, 891.6466064453125, 1403.3560791015625]]",2022_10_25_05_49_56,day,NA,0.9318479299545288,YES
/home/willwright/Documents/wild_deserts_outputs/raw_data/day_images/Rabbit/2022-07-29 08-41-39 M 2_3.JPG,none,/home/willwright/Documents/wild_deserts_outputs/raw_data/day_images/outputs/classification/day/Rabbit/NA_2022_07_29_08_41_39_Rabbit_0.JPG,Rabbit,0.9933468103408813,"[[401.3045349121094, 1079.1346435546875, 621.2518310546875, 1405.3568115234375]]",2022_07_29_08_41_39,day,NA,0.9016357660293579,YES
/home/willwright/Documents/wild_deserts_outputs/raw_data/day_images/Rabbit/2024-08-12 17-11-36 M 1_3.JPG,none,/home/willwright/Documents/wild_deserts_outputs/raw_data/day_images/outputs/classification/day/Rabbit/NA_2024_08_12_17_11_36_Rabbit_0.JPG,Rabbit,0.9503632187843323,"[[4.894311428070068, 992.732421875, 348.38494873046875, 1401.1663818359375]]",2024_08_12_17_11_36,day,NA,0.9218469262123108,YES
/home/willwright/Documents/wild_deserts_outputs/raw_data/day_images/Rabbit/2022-12-05 06-10-00 M 2_3.JPG,none,/home/willwright/Documents/wild_deserts_outputs/raw_data/day_images/outputs/classification/day/low_confidence/Rabbit/NA_2022_12_05_06_10_00_Rabbit_0.JPG,Rabbit,0.5120113492012024,"[[1.166650414466858, 614.3984375, 345.8851318359375, 1406.021728515625]]",2022_12_05_06_10_00,day,NA,0.9003668427467346,YES
/home/willwright/Documents/wild_deserts_outputs/raw_data/day_images/Rabbit/2024-10-22 07-04-49 M 1_3.JPG,none,/home/willwright/Documents/wild_deserts_outputs/raw_data/day_images/outputs/classification/day/low_confidence/Rabbit/NA_2024_10_22_07_04_49_Rabbit_0.JPG,Rabbit,0.7778766751289368,"[[1083.8125, 692.10009765625, 1263.4554443359375, 842.2776489257812]]",2024_10_22_07_04_49,day,NA,0.8836585879325867,YES
/home/willwright/Documents/wild_deserts_outputs/raw_data/day_images/Rabbit/2022-06-04 07-59-44 M 1_3.JPG,none,/home/willwright/Documents/wild_deserts_outputs/raw_data/day_images/outputs/classification/day/low_confidence/Kangaroo/NA_2022_06_04_07_59_44_Kangaroo_0.JPG,Kangaroo,0.48265811800956726,"[[1522.80859375, 802.7888793945312, 1691.3828125, 1129.5419921875]]",2022_06_04_07_59_44,day,NA,0.8582013845443726,YES
/home/willwright/Documents/wild_deserts_outputs/raw_data/day_images/Rabbit/2024-11-06 06-23-21 M 1_3.JPG,/home/willwright/Documents/wild_deserts_outputs/raw_data/day_images/outputs/further_verification/annotated/2024_11_06_06_23_21_NA_animal.JPG,none,animal,none,"[0.8388, 0.6993, 0.1611, 0.2763]",2024_11_06_06_23_21,day,NA,none,NO
/home/willwright/Documents/wild_deserts_outputs/raw_data/day_images/Rabbit/2021-07-13 16-57-06 M 1_3.JPG,none,/home/willwright/Documents/wild_deserts_outputs/raw_data/day_images/outputs/classification/day/Rabbit/NA_2021_07_13_16_57_06_Rabbit_0.JPG,Rabbit,0.9881075024604797,"[[1866.1937255859375, 788.2171020507812, 2048.0, 971.6686401367188]]",2021_07_13_16_57_06,day,NA,0.9295096397399902,YES
/home/willwright/Documents/wild_deserts_outputs/raw_data/day_images/Rabbit/2022-12-09 10-30-15 M 1_3.JPG,none,/home/willwright/Documents/wild_deserts_outputs/raw_data/day_images/outputs/classification/day/low_confidence/Rabbit/NA_2022_12_09_10_30_15_Rabbit_0.JPG,Rabbit,0.8017098903656006,"[[839.1129150390625, 812.0584106445312, 1306.5609130859375, 1210.949462890625]]",2022_12_09_10_30_15,day,NA,0.9628331661224365,YES
/home/willwright/Documents/wild_deserts_outputs/raw_data/day_images/Rabbit/2021-08-27 17-44-04 M 2_3.JPG,none,/home/willwright/Documents/wild_deserts_outputs/raw_data/day_images/outputs/classification/day/low_confidence/Kangaroo/NA_2021_08_27_17_44_04_Kangaroo_0.JPG,Kangaroo,0.8072515726089478,"[[1830.3392333984375, 769.4520874023438, 1899.095947265625, 870.0061645507812]]",2021_08_27_17_44_04,day,NA,0.8256533145904541,YES
/home/willwright/Documents/wild_deserts_outputs/raw_data/day_images/Rabbit/2021-04-23 16-45-55 M 1_3.JPG,none,/home/willwright/Documents/wild_deserts_outputs/raw_data/day_images/outputs/classification/day/low_confidence/Rabbit/NA_2021_04_23_16_45_55_Rabbit_0.JPG,Rabbit,0.8927045464515686,"[[832.0380249023438, 694.967041015625, 909.2672729492188, 888.0400390625]]",2021_04_23_16_45_55,day,NA,0.8771589398384094,YES
/home/willwright/Documents/wild_deserts_outputs/raw_data/day_images/Rabbit/2022-11-23 06-02-17 M 1_3.JPG,/home/willwright/Documents/wild_deserts_outputs/raw_data/day_images/outputs/further_verification/annotated/2022_11_23_06_02_17_NA_animal.JPG,none,animal,none,"[0.9389, 0.625, 0.061, 0.143]",2022_11_23_06_02_17,day,NA,none,NO
/home/willwright/Documents/wild_deserts_outputs/raw_data/day_images/Rabbit/2021-03-05 06-02-12 M 1_3.JPG,none,/home/willwright/Documents/wild_deserts_outputs/raw_data/day_images/outputs/classification/day/Rabbit/NA_2021_03_05_06_02_12_Rabbit_0.JPG,Rabbit,0.9840961694717407,"[[830.4467163085938, 679.4508056640625, 1018.8810424804688, 858.0399780273438]]",2021_03_05_06_02_12,day,NA,0.9201894402503967,YES
/home/willwright/Documents/wild_deserts_outputs/raw_data/day_images/Rabbit/2024-02-03 05-42-28 M 2_3.JPG,/home/willwright/Documents/wild_deserts_outputs/raw_data/day_images/outputs/further_verification/annotated/2024_02_03_05_42_28_NA_animal.JPG,none,animal,none,"[0.7031, 0.5083, 0.0498, 0.0951]",2024_02_03_05_42_28,day,NA,none,NO
/home/willwright/Documents/wild_deserts_outputs/raw_data/day_images/Rabbit/2022-07-24 17-13-30 M 1_3.JPG,none,/home/willwright/Documents/wild_deserts_outputs/raw_data/day_images/outputs/classification/day/low_confidence/Rabbit/NA_2022_07_24_17_13_30_Rabbit_0.JPG,Rabbit,0.8589619994163513,"[[1067.5316162109375, 1149.4046630859375, 1343.349365234375, 1404.1519775390625]]",2022_07_24_17_13_30,day,NA,0.8981713652610779,YES
/home/willwright/Documents/wild_deserts_outputs/raw_data/day_images/Rabbit/2022-12-01 06-10-59 M 1_3.JPG,/home/willwright/Documents/wild_deserts_outputs/raw_data/day_images/outputs/further_verification/annotated/2022_12_01_06_10_59_NA_animal.JPG,none,animal,none,"[0.0, 0.7083, 0.2338, 0.2687]",2022_12_01_06_10_59,day,NA,none,NO
/home/willwright/Documents/wild_deserts_outputs/raw_data/day_images/Rabbit/2022-12-05 06-25-41 M 2_3.JPG,none,/home/willwright/Documents/wild_deserts_outputs/raw_data/day_images/outputs/classification/day/low_confidence/Rabbit/NA_2022_12_05_06_25_41_Rabbit_0.JPG,Rabbit,0.5239798426628113,"[[989.5797119140625, 1050.7451171875, 1659.1859130859375, 1404.7381591796875]]",2022_12_05_06_25_41,day,NA,0.9512627720832825,YES
/home/willwright/Documents/wild_deserts_outputs/raw_data/day_images/Rabbit/2023-10-25 18-34-01 M 1_3.JPG,none,/home/willwright/Documents/wild_deserts_outputs/raw_data/day_images/outputs/classification/day/low_confidence/Rabbit/NA_2023_10_25_18_34_01_Rabbit_0.JPG,Rabbit,0.588821291923523,"[[753.0967407226562, 666.1171264648438, 1034.9873046875, 917.04150390625]]",2023_10_25_18_34_01,day,NA,0.9070318341255188,YES
/home/willwright/Documents/wild_deserts_outputs/raw_data/day_images/Rabbit/2022-02-07 06-23-02 M 2_3.JPG,none,/home/willwright/Documents/wild_deserts_outputs/raw_data/day_images/outputs/classification/day/low_confidence/Rabbit/NA_2022_02_07_06_23_02_Rabbit_0.JPG,Rabbit,0.8912537693977356,"[[1721.5052490234375, 765.9802856445312, 1843.1444091796875, 998.3878784179688]]",2022_02_07_06_23_02,day,NA,0.9405837059020996,YES
/home/willwright/Documents/wild_deserts_outputs/raw_data/day_images/Rabbit/2022-09-04 15-47-59 M 2_3.JPG,none,/home/willwright/Documents/wild_deserts_outputs/raw_data/day_images/outputs/classification/day/Rabbit/NA_2022_09_04_15_47_59_Rabbit_0.JPG,Rabbit,0.9723277688026428,"[[0.44111329317092896, 918.3292846679688, 483.5182800292969, 1403.835205078125]]",2022_09_04_15_47_59,day,NA,0.9538798332214355,YES
/home/willwright/Documents/wild_deserts_outputs/raw_data/day_images/Rabbit/2022-10-05 06-39-25 M 1_3.JPG,none,/home/willwright/Documents/wild_deserts_outputs/raw_data/day_images/outputs/classification/day/Rabbit/NA_2022_10_05_06_39_25_Rabbit_0.JPG,Rabbit,0.9878707528114319,"[[415.5905456542969, 1032.0733642578125, 859.8671264648438, 1404.4637451171875]]",2022_10_05_06_39_25,day,NA,0.9581443071365356,YES
/home/willwright/Documents/wild_deserts_outputs/raw_data/day_images/Rabbit/2023-10-27 17-01-46 M 1_3.JPG,none,/home/willwright/Documents/wild_deserts_outputs/raw_data/day_images/outputs/classification/day/Rabbit/NA_2023_10_27_17_01_46_Rabbit_0.JPG,Rabbit,0.984043538570404,"[[34.087013244628906, 715.0604858398438, 174.06040954589844, 950.2337036132812]]",2023_10_27_17_01_46,day,NA,0.9346628189086914,YES
/home/willwright/Documents/wild_deserts_outputs/raw_data/day_images/Rabbit/2021-11-30 05-22-28 M 1_3.JPG,none,/home/willwright/Documents/wild_deserts_outputs/raw_data/day_images/outputs/classification/day/Rabbit/NA_2021_11_30_05_22_28_Rabbit_0.JPG,Rabbit,0.9700329303741455,"[[1898.8177490234375, 789.5048828125, 2019.1572265625, 945.2130737304688]]",2021_11_30_05_22_28,day,NA,0.8821058869361877,YES
/home/willwright/Documents/wild_deserts_outputs/raw_data/day_images/Rabbit/2022-07-23 08-10-12 M 2_3.JPG,none,/home/willwright/Documents/wild_deserts_outputs/raw_data/day_images/outputs/classification/day/low_confidence/Rabbit/NA_2022_07_23_08_10_12_Rabbit_0.JPG,Rabbit,0.683181643486023,"[[1620.6834716796875, 729.2606811523438, 1779.0428466796875, 940.0794067382812]]",2022_07_23_08_10_12,day,NA,0.8529826998710632,YES
/home/willwright/Documents/wild_deserts_outputs/raw_data/day_images/Rabbit/2024-07-22 08-54-57 M 1_3.JPG,none,/home/willwright/Documents/wild_deserts_outputs/raw_data/day_images/outputs/classification/day/Rabbit/NA_2024_07_22_08_54_57_Rabbit_0.JPG,Rabbit,0.9865694046020508,"[[1357.7095947265625, 719.1637573242188, 1557.2587890625, 885.26025390625]]",2024_07_22_08_54_57,day,NA,0.8974338173866272,YES
/home/willwright/Documents/wild_deserts_outputs/raw_data/day_images/Rabbit/2024-07-27 16-55-05 M 1_3.JPG,none,/home/willwright/Documents/wild_deserts_outputs/raw_data/day_images/outputs/classification/day/low_confidence/Rabbit/NA_2024_07_27_16_55_05_Rabbit_0.JPG,Rabbit,0.7966247797012329,"[[1370.1939697265625, 810.2994995117188, 1629.1463623046875, 1057.6575927734375]]",2024_07_27_16_55_05,day,NA,0.9438294768333435,YES
/home/willwright/Documents/wild_deserts_outputs/raw_data/day_images/Rabbit/2021-09-04 09-35-43 M 1_3.JPG,none,/home/willwright/Documents/wild_deserts_outputs/raw_data/day_images/outputs/classification/day/low_confidence/Rabbit/NA_2021_09_04_09_35_43_Rabbit_0.JPG,Rabbit,0.6346250772476196,"[[1665.0340576171875, 787.2221069335938, 1725.154296875, 946.7978515625]]",2021_09_04_09_35_43,day,NA,0.8725217580795288,YES
/home/willwright/Documents/wild_deserts_outputs/raw_data/day_images/Rabbit/2022-08-16 16-25-23 M 1_3.JPG,none,/home/willwright/Documents/wild_deserts_outputs/raw_data/day_images/outputs/classification/day/low_confidence/Rabbit/NA_2022_08_16_16_25_23_Rabbit_0.JPG,Rabbit,0.9255241751670837,"[[207.4995574951172, 1080.154541015625, 616.9381713867188, 1401.7822265625]]",2022_08_16_16_25_23,day,NA,0.9676149487495422,YES
/home/willwright/Documents/wild_deserts_outputs/raw_data/day_images/Rabbit/2022-08-16 16-25-23 M 1_3.JPG,none,/home/willwright/Documents/wild_deserts_outputs/raw_data/day_images/outputs/classification/day/low_confidence/Cat/NA_2022_08_16_16_25_23_Cat_1.JPG,Cat,0.8463716506958008,"[[868.1826171875, 918.2247314453125, 1335.7056884765625, 1204.6053466796875]]",2022_08_16_16_25_23,day,NA,0.809849739074707,YES
/home/willwright/Documents/wild_deserts_outputs/raw_data/day_images/Rabbit/2024-08-13 08-43-38 M 1_3.JPG,none,/home/willwright/Documents/wild_deserts_outputs/raw_data/day_images/outputs/classification/day/low_confidence/Kangaroo/NA_2024_08_13_08_43_38_Kangaroo_0.JPG,Kangaroo,0.8636519312858582,"[[0.0, 868.78173828125, 343.4471130371094, 1112.1602783203125]]",2024_08_13_08_43_38,day,NA,0.8263717889785767,YES
/home/willwright/Documents/wild_deserts_outputs/raw_data/day_images/Rabbit/2021-05-07 17-34-32 M 1_3.JPG,none,/home/willwright/Documents/wild_deserts_outputs/raw_data/day_images/outputs/classification/day/low_confidence/Rabbit/NA_2021_05_07_17_34_32_Rabbit_0.JPG,Rabbit,0.8331338167190552,"[[1068.9635009765625, 819.0859375, 1434.291259765625, 1132.4840087890625]]",2021_05_07_17_34_32,day,NA,0.8003724813461304,YES
/home/willwright/Documents/wild_deserts_outputs/raw_data/day_images/Rabbit/2022-08-19 06-26-33 M 1_3.JPG,none,/home/willwright/Documents/wild_deserts_outputs/raw_data/day_images/outputs/classification/day/Rabbit/NA_2022_08_19_06_26_33_Rabbit_0.JPG,Rabbit,0.9958627223968506,"[[1079.21484375, 960.55615234375, 1419.0250244140625, 1311.0872802734375]]",2022_08_19_06_26_33,day,NA,0.9660865664482117,YES
/home/willwright/Documents/wild_deserts_outputs/raw_data/day_images/Rabbit/2021-08-03 17-44-28 M 1_3.JPG,none,/home/willwright/Documents/wild_deserts_outputs/raw_data/day_images/outputs/classification/day/low_confidence/Rabbit/NA_2021_08_03_17_44_28_Rabbit_0.JPG,Rabbit,0.94527268409729,"[[1792.0648193359375, 848.8663940429688, 2022.0718994140625, 1399.05078125]]",2021_08_03_17_44_28,day,NA,0.9652040600776672,YES
/home/willwright/Documents/wild_deserts_outputs/raw_data/day_images/Rabbit/2023-01-16 05-35-40 M 1_3.JPG,none,/home/willwright/Documents/wild_deserts_outputs/raw_data/day_images/outputs/classification/day/low_confidence/Rabbit/NA_2023_01_16_05_35_40_Rabbit_0.JPG,Rabbit,0.8668197989463806,"[[946.4613647460938, 1042.2425537109375, 1412.0316162109375, 1405.06640625]]",2023_01_16_05_35_40,day,NA,0.9113450646400452,YES
/home/willwright/Documents/wild_deserts_outputs/raw_data/day_images/Rabbit/2023-09-26 05-52-29 M 1_3.JPG,none,/home/willwright/Documents/wild_deserts_outputs/raw_data/day_images/outputs/classification/day/low_confidence/Rabbit/NA_2023_09_26_05_52_29_Rabbit_0.JPG,Rabbit,0.8016624450683594,"[[0.0, 880.9890747070312, 375.25238037109375, 1279.2535400390625]]",2023_09_26_05_52_29,day,NA,0.8344859480857849,YES
/home/willwright/Documents/wild_deserts_outputs/raw_data/day_images/Rabbit/2021-09-04 07-55-48 M 1_3.JPG,none,/home/willwright/Documents/wild_deserts_outputs/raw_data/day_images/outputs/classification/day/Rabbit/NA_2021_09_04_07_55_48_Rabbit_0.JPG,Rabbit,0.9732193946838379,"[[1816.895751953125, 843.6162109375, 2046.9246826171875, 982.1173706054688]]",2021_09_04_07_55_48,day,NA,0.904132068157196,YES
/home/willwright/Documents/wild_deserts_outputs/raw_data/day_images/Rabbit/2021-09-04 07-55-48 M 1_3.JPG,none,/home/willwright/Documents/wild_deserts_outputs/raw_data/day_images/outputs/classification/day/Rabbit/NA_2021_09_04_07_55_48_Rabbit_1.JPG,Rabbit,0.9649390578269958,"[[1363.6092529296875, 866.6661376953125, 1505.43212890625, 1012.2733764648438]]",2021_09_04_07_55_48,day,NA,0.8196553587913513,YES
/home/willwright/Documents/wild_deserts_outputs/raw_data/day_images/Rabbit/2022-03-20 06-53-35 M 1_3.JPG,none,/home/willwright/Documents/wild_deserts_outputs/raw_data/day_images/outputs/classification/day/Rabbit/NA_2022_03_20_06_53_35_Rabbit_0.JPG,Rabbit,0.9868691563606262,"[[1095.6151123046875, 922.8666381835938, 1359.2197265625, 1239.3363037109375]]",2022_03_20_06_53_35,day,NA,0.960344672203064,YES
/home/willwright/Documents/wild_deserts_outputs/raw_data/day_images/Rabbit/2021-04-19 17-13-02 M 1_3.JPG,none,/home/willwright/Documents/wild_deserts_outputs/raw_data/day_images/outputs/classification/day/low_confidence/Rabbit/NA_2021_04_19_17_13_02_Rabbit_0.JPG,Rabbit,0.8863242864608765,"[[837.3326416015625, 706.1618041992188, 1018.8474731445312, 816.9210205078125]]",2021_04_19_17_13_02,day,NA,0.8897860050201416,YES
/home/willwright/Documents/wild_deserts_outputs/raw_data/day_images/Rabbit/2021-09-04 07-55-43 M 1_3.JPG,none,/home/willwright/Documents/wild_deserts_outputs/raw_data/day_images/outputs/classification/day/low_confidence/Rabbit/NA_2021_09_04_07_55_43_Rabbit_0.JPG,Rabbit,0.8127692937850952,"[[1959.58203125, 809.1107788085938, 2047.942626953125, 1058.1080322265625]]",2021_09_04_07_55_43,day,NA,0.8797414898872375,YES
/home/willwright/Documents/wild_deserts_outputs/raw_data/day_images/Rabbit/2022-10-19 17-02-36 M 1_3.JPG,/home/willwright/Documents/wild_deserts_outputs/raw_data/day_images/outputs/further_verification/annotated/2022_10_19_17_02_36_NA_animal.JPG,none,animal,none,"[0.2016, 0.7416, 0.5869, 0.2354]",2022_10_19_17_02_36,day,NA,none,NO
/home/willwright/Documents/wild_deserts_outputs/raw_data/day_images/Rabbit/2021-03-10 06-06-27 M 1_3.JPG,none,/home/willwright/Documents/wild_deserts_outputs/raw_data/day_images/outputs/classification/day/Rabbit/NA_2021_03_10_06_06_27_Rabbit_0.JPG,Rabbit,0.974750816822052,"[[698.5392456054688, 679.2758178710938, 805.5025024414062, 846.97705078125]]",2021_03_10_06_06_27,day,NA,0.8701581954956055,YES
/home/willwright/Documents/wild_deserts_outputs/raw_data/day_images/Rabbit/2021-03-10 06-06-27 M 1_3.JPG,none,/home/willwright/Documents/wild_deserts_outputs/raw_data/day_images/outputs/classification/day/low_confidence/Rabbit/NA_2021_03_10_06_06_27_Rabbit_1.JPG,Rabbit,0.7130440473556519,"[[1051.7900390625, 644.7836303710938, 1159.6697998046875, 740.8853759765625]]",2021_03_10_06_06_27,day,NA,0.8458422422409058,YES
/home/willwright/Documents/wild_deserts_outputs/raw_data/day_images/Rabbit/2021-09-13 18-03-58 M 2_3.JPG,none,/home/willwright/Documents/wild_deserts_outputs/raw_data/day_images/outputs/classification/day/Rabbit/NA_2021_09_13_18_03_58_Rabbit_0.JPG,Rabbit,0.9981895089149475,"[[865.79931640625, 917.6400756835938, 1133.851318359375, 1404.5523681640625]]",2021_09_13_18_03_58,day,NA,0.9664349555969238,YES
/home/willwright/Documents/wild_deserts_outputs/raw_data/day_images/Rabbit/2024-10-05 06-45-14 M 1_3.JPG,none,/home/willwright/Documents/wild_deserts_outputs/raw_data/day_images/outputs/classification/day/low_confidence/Rabbit/NA_2024_10_05_06_45_14_Rabbit_0.JPG,Rabbit,0.6664679646492004,"[[320.4979553222656, 678.8659057617188, 530.6650390625, 926.6807861328125]]",2024_10_05_06_45_14,day,NA,0.93843674659729,YES
/home/willwright/Documents/wild_deserts_outputs/raw_data/day_images/Rabbit/2024-07-21 08-22-56 M 1_3.JPG,/home/willwright/Documents/wild_deserts_outputs/raw_data/day_images/outputs/further_verification/annotated/2024_07_21_08_22_56_NA_animal.JPG,none,animal,none,"[0.123, 0.4958, 0.1274, 0.1312]",2024_07_21_08_22_56,day,NA,none,NO
/home/willwright/Documents/wild_deserts_outputs/raw_data/day_images/Rabbit/2022-01-04 05-26-30 M 1_3.JPG,none,/home/willwright/Documents/wild_deserts_outputs/raw_data/day_images/outputs/classification/day/Rabbit/NA_2022_01_04_05_26_30_Rabbit_0.JPG,Rabbit,0.9892648458480835,"[[907.6324462890625, 1005.6824340820312, 1145.6802978515625, 1271.3609619140625]]",2022_01_04_05_26_30,day,NA,0.950149416923523,YES
/home/willwright/Documents/wild_deserts_outputs/raw_data/day_images/Rabbit/2023-10-06 06-24-41 M 1_3.JPG,/home/willwright/Documents/wild_deserts_outputs/raw_data/day_images/outputs/further_verification/annotated/2023_10_06_06_24_41_NA_animal.JPG,none,animal,none,"[0.5893, 0.6222, 0.3149, 0.3451]",2023_10_06_06_24_41,day,NA,none,NO
/home/willwright/Documents/wild_deserts_outputs/raw_data/day_images/Rabbit/2024-10-26 18-19-45 M 1_3.JPG,none,/home/willwright/Documents/wild_deserts_outputs/raw_data/day_images/outputs/classification/day/low_confidence/Rabbit/NA_2024_10_26_18_19_45_Rabbit_0.JPG,Rabbit,0.9221158623695374,"[[726.2972412109375, 886.8624877929688, 1166.249267578125, 1194.2681884765625]]",2024_10_26_18_19_45,day,NA,0.9109063744544983,YES
/home/willwright/Documents/wild_deserts_outputs/raw_data/day_images/Rabbit/2023-12-17 05-06-31 M 2_3.JPG,none,/home/willwright/Documents/wild_deserts_outputs/raw_data/day_images/outputs/classification/day/low_confidence/Kangaroo/NA_2023_12_17_05_06_31_Kangaroo_0.JPG,Kangaroo,0.5897759795188904,"[[1590.3984375, 640.579833984375, 1804.3773193359375, 767.4564208984375]]",2023_12_17_05_06_31,day,NA,0.8556481599807739,YES
/home/willwright/Documents/wild_deserts_outputs/raw_data/day_images/Rabbit/2021-03-24 09-24-16 M 1_3.JPG,none,/home/willwright/Documents/wild_deserts_outputs/raw_data/day_images/outputs/classification/day/low_confidence/Rabbit/NA_2021_03_24_09_24_16_Rabbit_0.JPG,Rabbit,0.8800382018089294,"[[1103.704345703125, 745.2271118164062, 1295.905517578125, 951.0411987304688]]",2021_03_24_09_24_16,day,NA,0.9206618666648865,YES
/home/willwright/Documents/wild_deserts_outputs/raw_data/day_images/Rabbit/2021-08-06 16-42-18 M 1_3.JPG,none,/home/willwright/Documents/wild_deserts_outputs/raw_data/day_images/outputs/classification/day/low_confidence/Rabbit/NA_2021_08_06_16_42_18_Rabbit_0.JPG,Rabbit,0.8870720863342285,"[[1757.3740234375, 800.7219848632812, 1891.5833740234375, 969.5616455078125]]",2021_08_06_16_42_18,day,NA,0.9244517087936401,YES
/home/willwright/Documents/wild_deserts_outputs/raw_data/day_images/Rabbit/2021-08-27 17-24-29 M 1_3.JPG,none,/home/willwright/Documents/wild_deserts_outputs/raw_data/day_images/outputs/classification/day/low_confidence/Rabbit/NA_2021_08_27_17_24_29_Rabbit_0.JPG,Rabbit,0.7910680174827576,"[[1631.0877685546875, 773.2279663085938, 1754.1737060546875, 1007.1474609375]]",2021_08_27_17_24_29,day,NA,0.9273737072944641,YES
/home/willwright/Documents/wild_deserts_outputs/raw_data/day_images/Rabbit/2024-06-24 07-53-49 M 2_3.JPG,none,/home/willwright/Documents/wild_deserts_outputs/raw_data/day_images/outputs/classification/day/low_confidence/Rabbit/NA_2024_06_24_07_53_49_Rabbit_0.JPG,Rabbit,0.9240650534629822,"[[1629.7584228515625, 708.0067749023438, 1842.6201171875, 878.6393432617188]]",2024_06_24_07_53_49,day,NA,0.8172025084495544,YES
/home/willwright/Documents/wild_deserts_outputs/raw_data/day_images/Rabbit/2022-09-30 06-26-10 M 1_3.JPG,none,/home/willwright/Documents/wild_deserts_outputs/raw_data/day_images/outputs/classification/day/low_confidence/Rabbit/NA_2022_09_30_06_26_10_Rabbit_0.JPG,Rabbit,0.9428737163543701,"[[0.4747314453125, 824.4564819335938, 327.1351013183594, 1223.3228759765625]]",2022_09_30_06_26_10,day,NA,0.881830096244812,YES
/home/willwright/Documents/wild_deserts_outputs/raw_data/day_images/Rabbit/2022-12-19 05-09-46 M 2_3.JPG,none,/home/willwright/Documents/wild_deserts_outputs/raw_data/day_images/outputs/classification/day/low_confidence/Kangaroo/NA_2022_12_19_05_09_46_Kangaroo_0.JPG,Kangaroo,0.6315717697143555,"[[1386.3931884765625, 697.2867431640625, 1451.6767578125, 853.2693481445312]]",2022_12_19_05_09_46,day,NA,0.8617647886276245,YES
/home/willwright/Documents/wild_deserts_outputs/raw_data/day_images/Rabbit/2022-07-21 08-38-29 M 1_3.JPG,/home/willwright/Documents/wild_deserts_outputs/raw_data/day_images/outputs/further_verification/annotated/2022_07_21_08_38_29_NA_animal.JPG,none,animal,none,"[0.77, 0.7826, 0.2299, 0.1937]",2022_07_21_08_38_29,day,NA,none,NO
/home/willwright/Documents/wild_deserts_outputs/raw_data/day_images/Rabbit/2021-04-05 08-05-27 M 1_3.JPG,none,/home/willwright/Documents/wild_deserts_outputs/raw_data/day_images/outputs/classification/day/low_confidence/Kangaroo/NA_2021_04_05_08_05_27_Kangaroo_0.JPG,Kangaroo,0.6743890047073364,"[[252.8310089111328, 745.479248046875, 534.5877685546875, 945.6359252929688]]",2021_04_05_08_05_27,day,NA,0.9457163214683533,YES
/home/willwright/Documents/wild_deserts_outputs/raw_data/day_images/Rabbit/2022-10-17 05-13-24 M 1_3.JPG,none,/home/willwright/Documents/wild_deserts_outputs/raw_data/day_images/outputs/classification/day/low_confidence/Rabbit/NA_2022_10_17_05_13_24_Rabbit_0.JPG,Rabbit,0.9062093496322632,"[[1731.62890625, 955.259765625, 2048.0, 1364.681640625]]",2022_10_17_05_13_24,day,NA,0.9148387908935547,YES
/home/willwright/Documents/wild_deserts_outputs/raw_data/day_images/Rabbit/2023-09-16 16-38-41 M 1_3.JPG,none,/home/willwright/Documents/wild_deserts_outputs/raw_data/day_images/outputs/classification/day/low_confidence/Rabbit/NA_2023_09_16_16_38_41_Rabbit_0.JPG,Rabbit,0.776439905166626,"[[103.41796875, 697.7767333984375, 347.8124694824219, 994.5341796875]]",2023_09_16_16_38_41,day,NA,0.9414529204368591,YES
/home/willwright/Documents/wild_deserts_outputs/raw_data/day_images/Rabbit/2023-01-12 05-44-03 M 2_3.JPG,none,/home/willwright/Documents/wild_deserts_outputs/raw_data/day_images/outputs/classification/day/low_confidence/Rabbit/NA_2023_01_12_05_44_03_Rabbit_0.JPG,Rabbit,0.7736052870750427,"[[880.5474853515625, 1092.732666015625, 1183.2030029296875, 1404.9658203125]]",2023_01_12_05_44_03,day,NA,0.9208048582077026,YES
